Item_Identifier,Item_Weight,Outlet_Size
FDS58,9.285,Small
FDX52,12.6,Small
FDP27,8.155,Medium
FDX44,9.3,Medium
DRO35,13.85,Small
FDC59,16.7,Medium
FDB12,11.15,Medium
FDU26,16.7,Small
NCF30,17.0,Medium
FDX20,7.365,High
FDN02,16.5,Small
DRC27,13.8,Medium
FDZ38,12.6,Small
DRH25,18.7,Medium
FDK21,7.905,Small
FDT01,13.65,Medium
FDZ09,17.6,Medium
DRL37,15.5,Medium
FDN49,17.25,Medium
FDC22,6.89,Medium
FDT33,7.81,Medium
NCB43,20.2,Medium
DRI25,12.6,Medium
FDD21,10.3,Small
FDS23,4.635,Small
FDS13,6.465,Medium
DRI03,12.6,Small
FDU58,6.61,Medium
FDL09,12.6,Medium
FDS12,9.1,Medium
FDP03,5.15,High
FDI21,12.6,Medium
FDW45,18.0,Small
NCA18,10.1,Medium
FDN32,12.6,Medium
FDR15,12.6,Medium
DRK11,8.21,Medium
DRG49,7.81,Medium
FDD29,12.15,Small
FDE33,19.35,Medium
FDJ58,15.6,Medium
FDM46,7.365,Medium
FDD23,9.5,Small
DRM35,12.6,Medium
DRC25,5.73,Medium
FDL36,15.1,Medium
FDD41,6.765,High
FDV19,14.85,Medium
FDR44,6.11,Medium
FDX50,20.1,Medium
DRC25,5.73,Medium
FDA15,12.6,Medium
FDX22,6.785,Small
FDJ50,8.645,Medium
FDT13,12.6,Small
FDN12,15.6,High
FDD58,7.76,Medium
FDM04,9.195,High
FDA23,9.8,Medium
FDW28,18.25,Medium
FDA45,21.25,Medium
NCO26,7.235,Medium
FDV26,20.25,Small
FDC50,12.6,Medium
NCV05,12.6,Medium
FDW48,18.0,Medium
FDS55,7.02,High
FDX32,15.1,Medium
FDC53,8.68,Small
FDG35,21.2,Medium
NCC30,16.6,Medium
NCZ17,12.15,Medium
FDZ56,16.25,Medium
NCS05,11.5,High
DRC25,12.6,Medium
FDW59,13.15,Small
FDB36,5.465,Medium
FDT37,14.15,Medium
FDG47,12.8,Small
FDM45,8.655,Medium
FDQ40,12.6,Medium
FDF34,9.3,Medium
FDP24,20.6,Medium
FDT55,12.6,Small
FDH60,19.7,Small
FDF57,14.5,Small
NCX29,10.0,Small
FDD34,7.945,High
FDQ15,20.35,Medium
FDL12,15.85,Small
FDS22,16.85,High
NCM29,11.5,Medium
FDO24,11.1,Medium
NCJ43,6.635,Small
FDA37,7.81,Small
NCM07,9.395,Medium
FDT49,7.0,Small
FDP23,6.71,Small
DRF51,15.75,Medium
NCZ41,19.85,Medium
DRJ11,9.5,Medium
FDP37,15.6,Medium
FDT60,12.6,Small
FDA09,13.35,Small
FDJ46,11.1,Small
FDO48,15.0,High
FDS59,14.8,Medium
FDH44,19.1,Small
NCM05,6.825,Small
NCU06,12.6,Small
FDV13,17.35,Medium
FDA23,9.8,High
FDJ60,19.35,Medium
FDN13,18.6,Medium
DRF49,7.27,Small
FDK20,12.6,Medium
FDB27,12.6,Medium
NCS18,12.65,Small
FDZ49,12.6,Medium
FDN32,17.5,Small
FDO37,8.06,Medium
NCD31,12.1,Medium
NCV30,12.6,Medium
FDY49,17.2,Medium
FDM10,12.6,Medium
FDT11,5.94,Small
FDD39,16.7,High
NCL31,7.39,Small
FDZ47,20.7,Small
NCU18,12.6,Small
FDJ58,12.6,Medium
FDX12,18.2,Medium
FDV60,20.2,Medium
NCB19,12.6,Medium
FDH45,12.6,Small
FDB03,17.75,High
FDI27,8.71,Medium
FDN22,18.85,Medium
FDQ37,20.75,Small
FDM02,12.5,Small
FDW38,5.325,Small
FDP34,12.6,Small
FDY55,16.75,Small
FDL34,16.0,High
FDA09,13.35,Medium
FDM51,11.8,Medium
FDI34,10.65,Medium
NCD31,12.1,Medium
FDW33,9.395,Small
NCP05,19.6,Small
FDL56,14.1,High
FDN01,12.6,Medium
FDA25,16.5,Medium
FDF08,14.3,Medium
FDH08,7.51,Small
DRH03,17.25,Medium
FDQ31,5.785,Medium
FDO10,13.65,Medium
FDT39,6.26,Medium
FDM22,12.6,Medium
FDR21,19.7,Medium
FDQ01,19.7,Medium
FDZ03,13.65,Medium
NCK05,20.1,Medium
FDW55,12.6,High
FDF47,20.85,Medium
DRO59,12.6,Small
NCM55,15.6,Small
FDY31,5.98,Medium
FDJ57,12.6,Small
FDV51,16.35,Medium
DRG36,14.15,Small
DRF13,12.1,High
NCJ54,9.895,Medium
NCP42,8.51,Medium
NCF30,17.0,Small
FDY44,12.6,Medium
FDX09,9.0,Medium
NCU30,5.11,Medium
FDU49,19.5,Medium
FDC48,9.195,Medium
FDJ21,16.7,High
NCX41,19.0,Medium
FDT36,12.3,Small
FDK28,12.6,Medium
DRI49,14.15,Small
NCM54,12.6,Small
FDD48,10.395,Medium
NCF30,17.0,Medium
FDX03,15.85,Medium
FDZ33,10.195,High
FDB39,12.6,Small
DRM11,6.57,Medium
DRE48,8.43,Medium
NCL31,7.39,Medium
FDB11,16.0,Medium
FDX14,13.1,Medium
NCM29,12.6,Medium
FDH47,13.5,Medium
FDG09,20.6,High
FDP25,15.2,Medium
FDY27,12.6,Medium
DRM59,5.88,Medium
DRI03,6.03,Medium
FDY03,12.6,Small
NCV17,18.85,Medium
NCJ17,7.68,High
NCP54,15.35,Medium
FDZ15,13.1,Medium
NCR05,10.1,Medium
FDX03,12.6,Small
FDQ12,12.65,Medium
FDC21,14.6,High
FDQ40,11.1,Medium
FDI07,12.6,Medium
FDQ25,8.63,Medium
NCK18,9.6,Small
DRI25,19.6,Medium
DRA24,19.35,Medium
FDA32,14.0,Medium
FDE59,12.15,Medium
FDY59,8.195,Small
FDQ20,8.325,Medium
FDB21,7.475,Medium
FDB41,12.6,Small
DRG11,6.385,High
FDV10,12.6,Small
FDI41,18.5,High
FDN10,11.5,Medium
NCM17,7.93,Medium
DRG37,12.6,Small
FDA21,13.65,Medium
FDM27,12.35,High
FDA32,14.0,Medium
NCZ53,9.6,Medium
FDW40,14.0,Small
FDS52,8.89,Small
FDM58,16.85,Medium
NCE54,12.6,Small
FDS11,7.05,Small
FDL20,17.1,Medium
FDX13,12.6,Medium
FDR21,19.7,High
FDV28,16.1,Medium
FDZ51,11.3,Medium
FDD46,6.035,Medium
FDE23,17.6,Medium
NCF55,6.675,Medium
FDU12,15.5,High
FDZ22,9.395,Medium
FDI44,16.1,High
FDH50,15.0,Medium
FDE57,9.6,Medium
DRJ51,14.1,High
FDX52,11.5,Medium
DRN47,12.1,Medium
FDT21,7.42,Medium
FDY21,15.1,Medium
FDG21,12.6,Small
FDS58,9.285,Small
FDA26,7.855,Medium
FDY16,12.6,Medium
FDF20,12.85,Small
FDI15,13.8,High
FDC47,15.0,Medium
FDL08,10.8,Small
FDF08,14.3,High
FDN03,9.8,Small
FDG34,11.5,Medium
FDA56,9.21,Medium
NCI17,12.6,Medium
NCO17,10.0,Medium
FDK55,18.5,Medium
FDD10,20.6,Medium
NCH18,9.3,High
NCA53,11.395,Medium
DRJ24,11.8,Medium
DRN35,8.01,High
FDC47,15.0,Medium
FDN48,13.35,Medium
FDR27,12.6,Medium
FDS33,12.6,Small
DRL11,10.5,Small
FDQ21,21.25,Medium
FDY37,17.0,Small
FDS35,9.3,High
DRD60,15.7,Small
DRP47,15.75,Small
NCY41,12.6,Medium
FDR59,14.5,Medium
FDM36,12.6,Small
NCI42,12.6,Medium
FDA31,7.1,Medium
FDY33,14.5,Small
FDV40,17.35,Medium
NCW17,18.0,Medium
FDN38,6.615,High
FDQ11,12.6,Small
FDG34,11.5,Medium
NCN14,19.1,Medium
FDY46,12.6,Medium
FDS11,7.05,Medium
NCA53,12.6,Small
NCN30,16.35,Medium
FDW32,18.35,Small
NCR42,9.105,Medium
FDU33,7.63,Small
FDN15,12.6,Small
FDD51,12.6,Small
FDF14,7.55,Medium
NCN19,12.6,Small
NCO43,5.5,High
FDT19,7.59,Medium
DRK12,9.5,High
DRM49,6.11,Medium
FDX43,5.655,Medium
FDS14,7.285,Small
NCK07,10.65,Medium
FDO19,17.7,Medium
FDH32,12.8,High
NCZ41,19.85,Medium
FDL32,15.7,Medium
FDC44,15.6,Medium
FDQ59,9.8,High
NCO54,19.5,High
DRH36,16.2,Small
FDY35,17.6,Small
FDA46,13.6,Medium
NCL18,18.85,Small
FDL57,15.1,Medium
NCP50,17.35,Medium
FDZ25,12.6,Small
FDH24,20.7,Small
FDQ26,13.5,Medium
NCK17,12.6,Small
FDO46,12.6,Medium
FDW50,13.1,Small
FDD29,12.15,Medium
FDU26,12.6,Small
FDX04,12.6,Medium
FDH31,12.6,Medium
FDJ45,12.6,Small
FDX55,15.1,Small
FDR02,16.7,Small
NCP55,14.65,Medium
FDT28,13.3,Medium
NCJ06,20.1,Medium
FDF08,14.3,Medium
FDT21,7.42,Medium
FDK22,12.6,Medium
DRJ11,9.5,High
FDH27,7.075,Medium
FDU52,12.6,Small
FDK50,7.96,Medium
DRJ01,6.135,Medium
FDC21,14.6,Medium
FDX39,14.3,Small
NCY54,12.6,Medium
FDD58,12.6,Small
FDW12,8.315,Medium
DRE01,10.1,Medium
FDT16,9.895,Medium
FDC16,11.5,Medium
FDK52,18.25,Medium
FDS23,4.635,Small
FDI41,18.5,Small
FDG33,5.365,Medium
NCM31,6.095,Medium
NCY53,12.6,Medium
FDY55,16.75,Medium
FDQ21,21.25,Medium
NCD18,12.6,Medium
FDV09,12.1,Medium
FDI19,15.1,Medium
FDY47,8.6,Medium
DRH37,17.6,Medium
NCL19,15.35,Small
DRI11,8.26,Small
NCC19,6.57,Small
FDS01,11.6,Medium
FDX31,20.35,Medium
NCL55,12.15,Small
FDW16,17.35,High
FDT49,7.0,Small
FDW13,8.5,High
NCG30,12.6,Small
FDC14,14.5,Medium
FDS15,9.195,Medium
FDS32,17.75,Medium
FDE09,8.775,Medium
FDM12,16.7,Medium
FDT57,15.2,Medium
FDM32,20.5,Small
NCS38,12.6,Medium
NCW30,5.21,Medium
FDD21,10.3,Medium
FDH35,18.25,Medium
NCX17,21.25,Medium
NCI29,8.6,Small
FDL24,10.3,Medium
FDI46,9.5,Small
DRQ35,9.3,Small
FDM04,9.195,Medium
NCJ17,7.68,Medium
NCJ18,12.6,Medium
DRF13,12.1,Medium
FDB39,11.6,Small
FDT52,9.695,Medium
FDT60,12.0,Small
FDM34,19.0,Small
FDY27,6.38,High
FDP08,20.5,Medium
FDP59,12.6,Medium
FDQ11,5.695,Medium
FDV01,19.2,Medium
FDX31,20.35,High
NCX54,9.195,Medium
DRC12,17.85,Small
FDU11,12.6,Medium
NCB30,14.6,Small
FDS27,10.195,Medium
FDX16,17.85,Medium
NCL53,7.5,High
NCZ30,6.59,Medium
FDB15,10.895,Medium
FDY51,12.6,Medium
NCT18,14.6,Medium
FDL32,12.6,Small
FDK46,9.6,Medium
FDI22,12.6,Small
FDF21,10.3,Medium
FDR34,17.0,Medium
FDJ50,8.645,Medium
FDC34,16.0,Medium
FDW51,6.155,Medium
FDR28,13.85,Small
FDV60,12.6,Small
FDI45,13.1,Medium
NCB30,12.6,Small
DRO59,11.8,Medium
FDU12,15.5,Small
NCX18,14.15,Medium
NCH30,12.6,Medium
FDE11,12.6,Small
FDE32,20.7,Medium
FDP25,15.2,Medium
NCM29,11.5,Small
FDQ21,21.25,Medium
FDN24,14.1,Small
DRY23,9.395,Medium
FDW04,12.6,Medium
FDM01,7.895,Medium
NCW29,14.0,Medium
FDG33,5.365,High
FDV51,16.35,Medium
NCQ18,15.75,Medium
NCL53,7.5,Medium
FDQ39,14.8,High
FDF46,7.07,Medium
NCA06,20.5,Medium
FDV26,12.6,Small
FDJ04,18.0,Small
FDE28,9.5,Medium
NCZ29,15.0,High
FDW43,20.1,Small
FDZ49,11.0,Medium
NCJ05,18.7,Small
NCP29,12.6,Medium
FDS16,15.15,Medium
FDZ45,14.1,Medium
NCP29,8.42,Medium
FDZ58,12.6,Medium
FDV55,12.6,Medium
NCV53,8.27,Small
FDV47,12.6,Small
FDD45,8.615,Medium
FDP26,12.6,Small
DRD37,9.8,Medium
FDT09,12.6,Small
FDM03,12.6,Medium
FDW09,13.65,Medium
FDX10,6.385,Small
FDZ60,20.5,Medium
FDM58,16.85,Small
FDV32,7.785,Small
FDU07,12.6,Small
FDS51,12.6,Medium
NCT17,10.8,Medium
FDA01,15.0,Medium
FDW25,5.175,Small
FDS01,11.6,Medium
NCV18,6.775,Medium
FDZ04,9.31,Medium
DRN59,15.0,Medium
FDD36,13.3,Medium
FDT56,16.0,Medium
FDP09,12.6,Small
FDA33,6.48,Medium
FDH14,12.6,Small
NCF18,12.6,Medium
FDF59,12.5,Small
FDC29,8.39,High
FDD32,17.7,Medium
FDZ08,12.5,Medium
FDT21,12.6,Medium
FDM33,15.6,Small
NCK07,10.65,Small
NCL41,12.35,Medium
FDZ36,6.035,Small
FDW51,6.155,Medium
FDS47,16.75,High
FDV02,16.75,Medium
NCU18,15.1,Medium
NCX17,21.25,Medium
FDI12,9.395,Small
DRH51,17.6,High
NCP30,12.6,Medium
FDG08,13.15,Medium
FDX35,5.035,Small
FDY26,12.6,Medium
NCM43,12.6,Small
NCZ54,12.6,Small
FDO16,5.48,Medium
FDR22,19.35,Medium
FDJ16,9.195,Medium
FDT47,5.26,Medium
FDZ23,12.6,Medium
NCB31,6.235,Small
FDM15,11.8,Small
FDX27,20.7,High
NCS54,13.6,Medium
NCJ30,5.82,Medium
FDD58,7.76,High
DRJ23,18.35,Medium
FDS14,7.285,Medium
FDR27,15.1,High
FDT49,7.0,Medium
FDX26,12.6,Medium
NCW53,18.35,Medium
FDS19,13.8,Medium
DRF15,18.35,Small
DRH01,12.6,Medium
FDJ12,8.895,Medium
NCE42,12.6,Medium
DRL37,15.5,Medium
FDJ36,14.5,Medium
NCH18,12.6,Medium
DRI11,8.26,Medium
NCO17,10.0,Medium
FDS49,9.0,Medium
FDX43,5.655,Medium
NCS17,18.6,High
NCC42,15.0,Medium
NCM26,20.5,Medium
FDU32,8.785,Small
FDU19,8.77,Medium
NCM53,18.75,Medium
FDG32,19.85,Medium
FDF04,17.5,Medium
NCN55,14.6,Small
FDJ34,11.8,Small
FDT51,11.65,Medium
FDT01,13.65,Small
FDV28,12.6,Medium
FDD02,16.6,Medium
FDW48,18.0,Medium
FDF44,7.17,Medium
FDY14,10.3,Medium
FDU59,12.6,Medium
FDQ10,12.6,Small
FDV21,11.5,Medium
FDQ36,7.855,Medium
FDH12,12.6,Small
FDV40,17.35,Medium
NCF07,9.0,Small
FDA08,12.6,Medium
FDP33,12.6,Small
FDS27,10.195,Small
DRD60,15.7,High
FDM28,15.7,Medium
NCU54,8.88,Small
NCX05,15.2,Medium
FDX59,10.195,Small
FDE10,6.67,Medium
FDW16,12.6,Medium
FDW07,12.6,Medium
FDG38,8.975,Medium
DRC27,13.8,Medium
FDT43,16.35,Small
FDR44,6.11,Medium
FDP26,7.785,Medium
NCE55,12.6,Medium
FDU39,18.85,Small
FDK27,12.6,Medium
FDP32,6.65,Small
NCW54,7.5,Medium
FDA36,5.985,High
FDU24,6.78,Medium
FDX34,6.195,Small
FDU27,18.6,High
FDQ25,8.63,Medium
FDY01,11.8,Medium
FDH27,7.075,High
FDL10,8.395,Medium
FDL15,17.85,Medium
FDT24,12.35,Medium
NCN55,14.6,Medium
FDZ59,12.6,Medium
FDM57,11.65,Small
FDD14,20.7,Medium
FDU19,8.77,High
DRJ39,20.25,Medium
FDI04,13.65,Small
NCQ54,17.7,Medium
FDW12,8.315,Medium
FDQ32,12.6,Medium
DRG49,7.81,Medium
FDP58,11.1,Medium
FDD57,18.1,Medium
DRG23,8.88,Small
NCZ17,12.15,Medium
DRJ11,9.5,Medium
FDG16,15.25,Medium
FDZ51,12.6,Medium
NCN43,12.15,Small
NCN30,16.35,Small
FDP39,12.6,Medium
FDP34,12.85,Medium
FDM44,12.5,Medium
FDC28,7.905,Medium
DRC24,17.85,Medium
FDN46,7.21,Medium
NCN53,5.175,Small
FDY32,12.6,Small
NCW06,16.2,Medium
FDY48,14.0,High
NCP29,8.42,High
FDB60,9.3,Medium
DRE60,9.395,Small
FDN51,17.85,Medium
DRE15,12.6,Medium
DRG15,6.13,High
FDX55,12.6,Small
FDC57,20.1,Medium
FDA25,16.5,Medium
NCK29,5.615,Small
FDP48,7.52,Small
FDP49,12.6,Medium
FDL38,13.8,Medium
FDZ21,17.6,Small
FDQ44,20.5,Medium
NCB42,11.8,High
FDY15,12.6,Medium
NCW05,20.25,Medium
FDR23,15.85,Medium
FDO34,17.7,High
FDZ36,6.035,Small
FDX58,12.6,Medium
NCJ18,12.35,Small
FDP22,14.65,Medium
FDH57,10.895,Medium
DRF51,15.75,Medium
FDD51,11.15,Small
FDW04,8.985,Medium
FDZ21,17.6,Medium
NCJ30,12.6,Medium
FDO45,13.15,Small
FDE41,9.195,Medium
DRD13,12.6,Medium
NCC07,19.6,Small
FDE51,12.6,Medium
NCG43,20.2,High
FDS59,12.6,Medium
FDV16,7.75,Medium
FDC03,8.575,Small
FDV60,20.2,High
FDJ60,19.35,Medium
FDX20,7.365,Medium
FDD17,7.5,Small
FDD08,8.3,Medium
FDX45,16.75,Medium
FDM25,10.695,Medium
NCT42,5.88,Small
FDT02,12.6,Small
FDV34,10.695,High
NCR41,17.85,Small
FDT31,19.75,Medium
FDF33,7.97,Medium
NCU29,12.6,Small
NCB55,15.7,Medium
NCU18,15.1,High
FDZ59,6.63,Medium
NCI29,8.6,Medium
FDL03,12.6,Medium
NCQ06,13.0,Medium
FDY31,5.98,Medium
DRI03,6.03,Medium
FDL38,13.8,Medium
FDR37,12.6,Medium
FDT59,12.6,Medium
FDV28,16.1,Small
NCX53,20.1,High
FDZ12,9.17,High
NCT05,10.895,Small
FDW38,5.325,Small
FDD33,12.85,High
FDV39,12.6,Small
DRE25,15.35,Medium
FDC59,16.7,Medium
FDF58,13.3,Small
NCP50,12.6,Small
FDS33,6.67,High
FDP08,20.5,Medium
FDF29,15.1,Small
NCF30,17.0,Small
FDI50,8.42,Medium
FDD56,15.2,Medium
NCN41,17.0,Medium
FDE23,17.6,Medium
FDL26,18.0,Medium
NCB30,14.6,Medium
FDY50,5.8,Medium
NCK19,9.8,Medium
NCR38,12.6,Small
FDI28,14.3,Small
FDO24,11.1,Small
FDC45,17.0,Medium
FDU27,18.6,Medium
FDS09,8.895,Medium
DRE13,12.6,Medium
FDV15,10.3,Medium
FDH26,19.25,High
FDI22,12.6,Small
FDJ26,15.3,Medium
FDD26,12.6,Small
NCI55,12.6,Medium
FDA35,12.6,Medium
FDN21,18.6,Medium
NCM43,14.5,Medium
FDD09,13.5,Medium
FDI24,10.3,Medium
NCN41,12.6,Small
NCT53,12.6,Small
FDQ47,7.155,Medium
NCD42,16.5,Medium
FDI21,5.59,Medium
FDS48,15.15,Medium
FDW50,13.1,Medium
FDO37,8.06,Medium
FDS04,10.195,Medium
FDP38,10.1,Medium
NCF06,6.235,Medium
FDR35,12.5,Medium
FDB04,11.35,High
FDK16,9.065,Medium
FDM57,11.65,Medium
FDF45,18.2,Medium
FDH04,6.115,Medium
FDL25,6.92,Medium
FDK40,7.035,Medium
FDV46,18.2,Small
FDU31,10.5,Medium
NCQ53,17.6,Medium
FDD09,12.6,Medium
FDY19,19.75,Medium
FDI33,16.5,High
FDG08,13.15,High
FDE39,7.89,Small
FDH53,20.5,Medium
FDB09,16.25,Medium
FDI22,12.6,Small
FDX24,12.6,Small
FDE09,8.775,Medium
FDJ57,7.42,Small
DRC49,8.67,Small
FDU19,8.77,Medium
FDU43,19.35,High
FDA50,16.25,High
NCM29,11.5,Medium
FDQ13,11.1,High
FDB26,12.6,Medium
FDI21,5.59,Medium
FDV25,12.6,Small
FDQ23,6.55,High
FDJ41,6.85,Medium
NCO42,21.25,Medium
FDQ13,12.6,Medium
FDU47,12.8,Medium
FDW57,8.31,Small
DRN47,12.1,Small
FDW28,12.6,Medium
NCN42,20.25,High
FDR60,12.6,Medium
FDO09,12.6,Small
FDX45,16.75,Small
FDH27,7.075,Medium
FDO08,11.1,Small
FDG10,6.63,Medium
FDZ40,8.935,Medium
FDZ27,7.935,Medium
FDZ46,7.485,Medium
FDI46,9.5,Medium
NCW53,18.35,Medium
FDY52,6.365,Medium
FDU07,11.1,Medium
NCQ05,11.395,Medium
FDT16,9.895,Medium
NCJ17,7.68,Medium
NCY29,13.65,Small
NCQ18,15.75,Small
FDS02,10.195,Medium
NCK31,10.895,Medium
FDH60,12.6,Medium
FDO19,17.7,Small
DRF37,17.25,Small
FDN21,18.6,High
FDM14,13.8,Small
FDO08,11.1,Medium
FDS27,10.195,Medium
DRM59,5.88,Medium
NCO29,11.15,Medium
FDC32,12.6,Small
DRA12,11.6,Medium
FDI14,12.6,Medium
DRG51,12.1,Small
FDR33,12.6,Small
FDS23,4.635,Medium
NCF43,8.51,Medium
DRN37,9.6,Small
FDX57,17.25,Medium
NCC42,15.0,Medium
FDS47,16.75,Small
DRK35,8.365,Medium
DRF37,12.6,Small
DRI23,18.85,Medium
FDB28,6.615,Medium
FDU50,5.75,Medium
FDD22,10.0,Medium
FDG04,13.1,Small
FDM08,10.1,Medium
FDI28,12.6,Medium
FDM57,11.65,Medium
NCS17,12.6,Medium
FDX44,9.3,Medium
DRE03,19.6,Medium
FDT46,11.35,Medium
FDW60,5.44,Medium
FDE44,14.65,Medium
FDT24,12.35,Small
FDO20,12.85,Medium
FDV47,17.1,Medium
FDZ26,11.6,High
FDK48,7.445,Medium
FDX32,12.6,Small
FDE56,12.6,Small
DRJ01,6.135,Medium
FDC53,8.68,Medium
NCN07,18.5,Small
FDI28,14.3,High
NCO55,12.6,Small
FDP46,15.35,Small
FDX26,17.7,High
FDD56,15.2,Small
FDP12,9.8,Medium
FDT40,12.6,Medium
FDV57,15.25,Medium
FDZ09,17.6,Medium
FDA07,7.55,Small
FDV36,12.6,Medium
FDQ01,19.7,Small
FDW46,13.0,High
FDW19,12.6,Medium
FDY01,11.8,Medium
FDG60,20.35,Medium
FDL22,16.85,Medium
DRK01,7.63,Medium
FDO12,15.75,High
FDX12,18.2,Small
FDR28,13.85,Medium
FDH57,10.895,Medium
FDC04,15.6,Medium
NCI06,11.3,High
NCY53,20.0,Medium
FDR22,19.35,Medium
FDM33,15.6,High
FDO57,12.6,Small
FDO56,10.195,Medium
FDO58,12.6,Medium
FDQ45,9.5,Small
FDO60,12.6,Medium
FDI34,10.65,Medium
FDJ26,12.6,Medium
FDV08,7.35,High
DRD60,15.7,Medium
FDX20,12.6,Medium
FDG59,15.85,Medium
FDN58,13.8,Small
FDV48,9.195,High
FDA15,9.3,Medium
FDI19,15.1,High
FDX19,19.1,Medium
FDO52,11.6,Medium
NCO05,7.27,Medium
NCP17,19.35,Medium
FDK56,9.695,Medium
NCG43,20.2,Small
DRM59,12.6,Medium
FDA47,10.5,Medium
FDY20,12.5,High
FDZ22,12.6,Small
FDB52,17.75,High
NCS29,9.0,Medium
DRC12,17.85,Medium
FDP13,12.6,Small
DRF23,4.61,Medium
FDB56,8.75,High
FDQ47,7.155,Medium
FDY39,12.6,Medium
FDY36,12.3,Medium
NCM17,7.93,High
DRN35,8.01,Small
FDK22,9.8,Medium
FDI07,12.6,Small
DRK37,5.0,Medium
NCP05,19.6,Medium
NCD42,16.5,Medium
FDW11,12.6,Medium
FDI14,14.1,Medium
NCY42,6.38,Medium
FDV26,20.25,Medium
FDX15,12.6,Medium
NCG07,12.3,Small
FDC44,15.6,Small
FDC47,15.0,Small
NCK53,11.6,Medium
FDY49,12.6,Small
NCM07,12.6,Small
FDR47,17.85,Medium
FDS59,14.8,Small
DRK47,7.905,Medium
FDZ27,12.6,Small
FDE36,12.6,Medium
FDM51,11.8,Small
FDY48,14.0,Small
FDA35,14.85,Medium
NCL31,7.39,Medium
FDC47,15.0,High
FDI26,12.6,Medium
FDQ16,19.7,Medium
FDK15,10.8,Medium
NCO53,12.6,Medium
FDG12,12.6,Medium
FDU28,12.6,Medium
FDI20,12.6,Small
DRN37,9.6,Medium
FDD28,10.695,Small
FDP31,21.1,Small
DRD27,12.6,Small
DRF01,12.6,Small
DRD25,6.135,Medium
FDD53,16.2,Medium
FDQ24,15.7,Medium
FDY49,17.2,Medium
NCP18,12.15,Small
FDT07,12.6,Medium
FDG46,8.63,Medium
FDH50,15.0,Medium
FDS40,12.6,Small
FDZ60,12.6,Medium
FDG38,8.975,Medium
FDG31,12.15,Small
FDS39,6.895,Medium
FDL22,12.6,Medium
FDQ20,8.325,Small
DRB24,8.785,Medium
DRI51,12.6,Medium
FDJ60,19.35,Small
FDB40,17.5,Medium
FDO15,16.75,Medium
FDI53,8.895,Small
FDZ14,7.71,Small
NCD54,12.6,Small
FDF28,15.7,Small
FDD39,16.7,Medium
NCN54,20.35,Small
NCO41,12.5,Medium
FDH45,15.1,Small
NCD55,14.0,Medium
DRK35,8.365,Medium
FDM25,10.695,Medium
NCW30,5.21,Small
FDU15,13.65,Medium
DRN35,8.01,Small
FDN28,5.88,Medium
NCK29,5.615,Medium
FDA49,19.7,Medium
FDE40,12.6,Small
FDD52,18.25,Medium
FDZ31,15.35,Medium
FDA13,12.6,Medium
FDU08,10.3,High
FDU15,13.65,Small
FDD45,8.615,Small
FDY50,5.8,Medium
FDD08,8.3,Medium
NCE30,16.0,Medium
FDB05,5.155,Medium
FDS09,8.895,Medium
FDZ07,15.1,Medium
FDS57,15.5,Small
FDX28,6.325,Medium
FDN56,12.6,Small
FDX44,9.3,Small
NCF19,12.6,Medium
NCA17,20.6,Medium
FDY40,15.5,Small
NCX54,9.195,Small
FDK28,5.695,Small
FDI32,12.6,Medium
FDT11,5.94,Medium
FDO32,6.36,Medium
DRJ01,12.6,Medium
FDW02,4.805,Medium
NCK30,14.85,High
NCM43,14.5,High
FDJ14,10.3,Small
FDE59,12.15,Small
FDN10,11.5,Medium
NCC18,19.1,Small
FDN34,12.6,Small
FDU12,15.5,Medium
FDR33,7.31,Small
FDP33,18.7,High
FDT49,7.0,High
FDK02,12.5,Small
NCM07,9.395,Small
FDX38,10.5,Small
FDS56,5.785,Medium
FDU26,16.7,Medium
FDR16,5.845,Medium
FDA58,9.395,Small
FDI26,5.94,Medium
FDU36,6.15,Small
FDG60,20.35,Small
FDH14,17.1,Medium
FDQ37,12.6,Medium
FDW23,5.765,High
FDM03,12.65,Medium
FDB58,10.5,High
FDR09,18.25,High
FDR48,11.65,Medium
FDZ52,19.2,Small
DRD60,15.7,Medium
FDJ14,10.3,High
NCY29,13.65,Small
NCP41,16.6,High
FDK46,9.6,Medium
FDI48,11.85,High
FDX48,12.6,Small
NCI29,8.6,Medium
FDL51,20.7,Small
FDU21,11.8,Medium
FDA08,12.6,Small
FDK03,12.6,Medium
DRH39,20.7,Medium
NCR18,15.85,Medium
NCX42,6.36,Small
FDR15,9.3,Medium
FDN60,12.6,Small
FDH24,20.7,Medium
FDY50,12.6,Medium
FDT26,18.85,Medium
NCC30,16.6,Small
NCE43,12.5,Small
DRK39,7.02,Medium
FDL16,12.85,High
FDQ36,7.855,Medium
FDS34,19.35,Small
FDN32,17.5,Medium
FDZ23,17.75,Medium
DRL49,13.15,Medium
FDG33,5.365,Small
FDG04,13.1,Medium
FDR04,7.075,Medium
FDF52,9.3,Small
FDT36,12.3,Medium
FDH17,16.2,High
NCL42,18.85,Medium
DRN35,8.01,Medium
FDL21,12.6,Small
FDX07,12.6,Medium
FDW16,17.35,Small
FDS11,12.6,Medium
NCZ54,14.65,Medium
FDH32,12.8,Small
NCQ17,12.6,Medium
FDK38,6.65,Small
NCF55,6.675,High
FDW39,6.69,Medium
FDX36,12.6,Small
FDD47,7.6,Medium
FDQ46,7.51,High
FDE56,12.6,Medium
FDY39,12.6,Small
FDG05,11.0,Small
NCR54,12.6,Small
